,Unnamed: 0,plant_name,links,required_space,when_to_plant,min_growing_time,max_growing_time,when_to_harvest,climate
240,240,Thyme,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-thyme/,1200,"5, 6",60,180,"7, 8, 9, 10, 11",Dfa
241,241,Tomatillo,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tomatillos/,8100,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Dfa
242,242,Tomato (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tomatoes/,2700,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Dfa
243,243,Tomato (Small),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cherry-tomatoes/,2700,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Dfa
244,244,Tree (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-large-trees/,0,,0,0,,Dfa
245,245,Tree (Small),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-small-trees/,0,,0,0,,Dfa
246,246,Tulip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-tulip/,150,"9, 10, 11",180,120,"3, 4, 5",Dfa
247,247,Turnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-turnips/,450,"4, 5, 6",60,210,"6, 7, 8, 9, 10, 11",Dfa
248,248,Valerian,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-valerian/,8100,"2, 3, 4, 5, 6",150,270,"7, 8, 9, 10, 11",Dfa
249,249,Verbena (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-verbena-annual/,400,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Dfa
250,250,Vinca (Annual),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-vinca-annual/,900,"3, 4, 5, 6",90,210,"6, 7, 8, 9, 10",Dfa
251,251,Walnut,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-walnuts/,400,"3, 4",180,270,"9, 10, 11, 12",Dfa
252,252,Watermelon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-watermelons/,8100,"4, 5, 6",120,180,"8, 9, 10",Dfa
253,253,Wheat,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-wheat/,100,"8, 9",210,120,"1, 2, 3, 4, 10, 11, 12",Dfa
254,254,White Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-white-currant/,8100,"4, 5",60,150,"6, 7, 8, 9",Dfa
255,255,Winter Field Beans,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-field-beans/,800,"9, 10",60,60,11,Dfa
256,256,Winter Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-winter-peas/,200,"8, 9",210,120,"1, 2, 3, 4, 11, 12",Dfa
257,257,Zinnia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-zinnia/,900,"3, 4, 5, 6",120,210,"7, 8, 9, 10",Dfa
258,258,Zucchini,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-zucchini/,3600,"4, 5, 6",90,180,"7, 8, 9, 10",Dfa
0,0,Agastache,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-agastache/,900,"5, 6, 7",90,150,"8, 9, 10",Dfb
1,1,Ageratum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-ageratum/,600,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
2,2,Allium (Ornamental),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-allium-ornamental/,900,5,60,60,7,Dfb
3,3,Almond,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-almonds/,0,,0,0,,Dfb
4,4,Alyssum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-alyssum/,225,"4, 5, 6, 7, 8",60,180,"6, 7, 8, 9, 10",Dfb
5,5,Amaranth (Grain),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-amaranth-grain/,4050,,0,0,,Dfb
6,6,Amaranth (Ornamental),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-amaranth-ornamental/,2700,"5, 6",90,150,"8, 9, 10",Dfb
7,7,Anemone,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-anemone/,225,5,0,30,"5, 6",Dfb
8,8,Apple (Cordon),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cordon-apple-trees/,0,5,90,150,"8, 9, 10",Dfb
9,9,Apple (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-apple-trees/,0,5,90,150,"8, 9, 10",Dfb
10,10,Apple (Espalier),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-espalier-apple-trees/,0,5,90,150,"8, 9, 10",Dfb
11,11,Apple (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-apples/,0,5,90,150,"8, 9, 10",Dfb
12,12,Apricot (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-apricot-trees/,0,,0,0,,Dfb
13,13,Apricot (Large),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-apricots/,0,,0,0,,Dfb
14,14,Artichoke (Globe),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-globe-artichokes/,8100,"4, 5, 6, 7",90,150,"7, 8, 9",Dfb
15,15,Arugula,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-arugula/,200,"4, 5, 6, 7, 8, 9, 10",30,240,"5, 6, 7, 8, 9, 10, 11, 12",Dfb
16,16,Asparagus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-asparagus/,2025,"3, 4, 5",60,150,"5, 6, 7, 8",Dfb
17,17,Aster (China),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-aster-china/,900,,0,0,,Dfb
18,18,Basil,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-basil/,375,"5, 6, 7",90,120,"8, 9",Dfb
19,19,Bay,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bay-leaves/,2700,"6, 7",60,120,"8, 9, 10",Dfb
20,20,Beans (Bush Snap),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bush-snap-beans/,525,"5, 6, 7",90,150,"8, 9, 10",Dfb
21,21,Beans (Dry),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dry-beans/,700,"6, 7",90,120,"9, 10",Dfb
22,22,Beans (Fava),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fava-beans/,375,"5, 6",90,120,"8, 9",Dfb
23,23,Beans (Lima),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lima-beans/,525,7,90,90,10,Dfb
24,24,Beans (Pole),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-pole-beans/,525,"5, 6, 7",90,150,"8, 9, 10",Dfb
25,25,Beet,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-beets/,200,"5, 6, 7",90,180,"8, 9, 10, 11",Dfb
26,26,Begonia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-begonia/,875,"4, 5, 6",120,180,"8, 9, 10",Dfb
27,27,Bells of Ireland,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bells-of-ireland/,900,"4, 5",90,120,"7, 8",Dfb
28,28,Black Currant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-black-currant/,8100,5,60,120,"7, 8, 9",Dfb
29,29,Blackberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-blackberries/,8100,5,60,150,"7, 8, 9, 10",Dfb
30,30,Bluebell,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bluebell/,100,5,30,60,"6, 7",Dfb
31,31,Blueberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-blueberries/,8100,5,60,150,"7, 8, 9, 10",Dfb
32,32,Bok Choy,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-bok-choy/,500,"4, 5, 6, 7, 8",60,210,"6, 7, 8, 9, 10, 11",Dfb
33,33,Borage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-borage/,1800,"6, 7",30,120,"7, 8, 9, 10",Dfb
34,34,Broccoli,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-broccoli/,2025,"4, 5, 6",90,180,"7, 8, 9, 10",Dfb
35,35,Broccoli (Purple Sprouting),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-purple-sprouting-broccoli/,3600,"4, 5",90,60,"1, 2",Dfb
36,36,Brussels Sprouts,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-brussels-sprouts/,3600,"4, 5",90,240,"1, 2, 3, 11, 12",Dfb
37,37,Buckwheat,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-buckwheat/,100,"6, 7",30,120,"7, 8, 9, 10",Dfb
38,38,Cabbage (Fall Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fall-red-cabbages/,7200,"4, 5, 6, 7",90,240,"1, 2, 9, 10, 11, 12",Dfb
39,39,Cabbage (Fall),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fall-cabbages/,7200,"4, 5, 6, 7",90,240,"1, 2, 9, 10, 11, 12",Dfb
40,40,Cabbage (Spring Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spring-red-cabbages/,5400,"7, 8",150,120,"2, 3",Dfb
41,41,Cabbage (Spring),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-spring-cabbages/,5400,"7, 8",150,120,"2, 3",Dfb
42,42,Cabbage (Summer Red),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-red-cabbages/,2475,"4, 5, 6",90,180,"7, 8, 9, 10",Dfb
43,43,Cabbage (Summer),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-summer-cabbages/,2475,"4, 5, 6",90,180,"7, 8, 9, 10",Dfb
44,44,Calendula,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-calendula/,1500,"4, 5, 6, 7",60,180,"6, 7, 8, 9, 10",Dfb
45,45,Cantaloupe,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cantaloupe/,8100,"5, 6, 7",120,150,"9, 10",Dfb
46,46,Carrot,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-carrots/,150,"5, 6, 7",90,210,"8, 9, 10, 11, 12",Dfb
47,47,Catnip,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-catnip/,1200,"4, 5, 6, 7",30,180,"5, 6, 7, 8, 9, 10",Dfb
48,48,Cauliflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cauliflower/,2700,"4, 5",90,180,"7, 8, 9, 10",Dfb
49,49,Celeriac,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-celeriac/,1200,"5, 6",120,210,"1, 2, 12",Dfb
50,50,Celery,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-celery/,450,"5, 6, 7",120,150,"9, 10",Dfb
51,51,Celosia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-celosia/,600,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
52,52,Chamomile,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chamomile/,1000,"4, 5, 6, 7",60,180,"6, 7, 8, 9, 10",Dfb
53,53,Cherry (Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-cherry-trees/,0,,0,0,,Dfb
54,54,Cherry (Fan),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fan-cherry-trees/,0,,0,0,,Dfb
55,55,Cherry (Semi-Dwarf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-semi-dwarf-cherry-trees/,0,,0,0,,Dfb
56,56,Chestnut (Chinese),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chinese-chestnuts/,100,,0,0,,Dfb
57,57,Chicory,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chicory/,600,"5, 6, 7",90,180,"8, 9, 10, 11",Dfb
58,58,Chili Pepper,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chili-peppers/,1200,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
59,59,Chinese Cabbage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chinese-cabbage/,1800,"5, 6, 7",90,150,"8, 9, 10",Dfb
60,60,Chives,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-chives/,375,"3, 4, 5, 6, 7",90,210,"6, 7, 8, 9, 10",Dfb
61,61,Chives (Garlic),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-garlic-chives/,300,"3, 4, 5, 6, 7",60,210,"5, 6, 7, 8, 9, 10",Dfb
62,62,Cilantro,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cilantro/,375,"5, 6, 7",60,150,"7, 8, 9, 10",Dfb
63,63,Cleome,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cleome/,600,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
64,64,Colchicum,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-colchicum/,225,11,60,60,9,Dfb
65,65,Coleus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-coleus/,900,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
66,66,Collards,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-collards/,1200,"4, 5, 6, 7, 8",90,240,"7, 8, 9, 10, 11, 12",Dfb
67,67,Comfrey,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-comfrey/,3600,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
68,68,Convolvulus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-convolvulus/,900,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
69,69,Coreopsis,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-coreopsis/,900,,0,0,,Dfb
70,70,Corn,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-corn/,1350,"5, 6",120,150,"9, 10",Dfb
71,71,Cornflower,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cornflowers/,400,"3, 4, 5",120,150,"7, 8",Dfb
72,72,Cosmos,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cosmos/,400,"3, 4, 5",120,150,"7, 8",Dfb
73,73,Cotton,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cotton/,0,,0,0,,Dfb
74,74,Cranberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cranberries/,3600,,0,0,,Dfb
75,75,Cress,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cress/,100,"4, 5, 6, 7, 8, 9",0,180,"4, 5, 6, 7, 8, 9, 10",Dfb
76,76,Crimson Clover,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crimson-clover/,100,,0,0,,Dfb
77,77,Crocus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crocus/,100,"10, 11",210,180,"3, 4",Dfb
78,78,Crowder Peas,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-crowder-peas/,525,"6, 7",60,120,"8, 9, 10",Dfb
79,79,Cucumber,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cucumber/,3600,"5, 6",90,150,"8, 9, 10",Dfb
80,80,Cuphea,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-cuphea/,600,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
81,81,Daffodil,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-daffodil/,150,"10, 11, 12",210,150,"3, 4, 5",Dfb
82,82,Dahlia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dahlia/,3000,"5, 6",90,150,"8, 9, 10",Dfb
83,83,Daylily,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-daylily/,3000,"5, 6",90,120,"8, 9",Dfb
84,84,Dianthus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dianthus/,900,"4, 5, 6, 7, 8",90,210,"7, 8, 9, 10, 11",Dfb
85,85,Dill,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dill/,375,"5, 6, 7",60,150,"7, 8, 9, 10",Dfb
86,86,Dusty Miller,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dusty-miller/,600,"4, 5, 6, 7, 8",90,210,"7, 8, 9, 10, 11",Dfb
87,87,Echinacea,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-echinacea/,1200,"3, 4, 5, 6, 7",90,210,"6, 7, 8, 9, 10",Dfb
88,88,Edamame,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-edamame/,800,,0,0,,Dfb
89,89,Eggplant,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-eggplant/,1575,"4, 5, 6, 7",60,180,"6, 7, 8, 9, 10",Dfb
90,90,Endive,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-endive/,600,"5, 6, 7, 8, 9, 10",120,210,"1, 2, 7, 8, 9, 10, 11, 12",Dfb
91,91,Fennel,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fennel/,875,"5, 6, 7",90,150,"8, 9, 10",Dfb
92,92,Fennel (Herb),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-herb-fennel/,1200,"4, 5, 6, 7",30,180,"5, 6, 7, 8, 9, 10",Dfb
93,93,Fenugreek,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fenugreek/,225,"6, 7",60,120,"8, 9, 10",Dfb
94,94,Feverfew,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-feverfew/,900,,0,0,,Dfb
95,95,Fig,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-figs/,0,,0,0,,Dfb
96,96,Fig (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-figs/,3600,,0,0,,Dfb
97,97,Filbert,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-filberts/,0,,0,0,,Dfb
98,98,Fruit (Bush),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-fruit-bushes/,8100,5,60,150,"7, 8, 9, 10",Dfb
99,99,Fruit (Dwarf Tree),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-dwarf-fruit-trees/,0,5,60,150,"7, 8, 9, 10",Dfb
100,100,Fruit (Trellised),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-trellised-fruit/,8100,5,60,150,"7, 8, 9, 10",Dfb
101,101,Gaillardia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gaillardia/,900,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
102,102,Garlic,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-garlic/,250,"1, 11, 12",180,270,"7, 8, 9, 10",Dfb
103,103,Gazania,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gazania/,900,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
104,104,Geranium,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-geranium/,875,"5, 6, 7",90,150,"8, 9, 10",Dfb
105,105,Ginger,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-ginger/,2025,,0,0,,Dfb
106,106,Gladiolus,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gladiolus/,500,5,90,90,8,Dfb
107,107,Gomphrena,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gomphrena/,600,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
108,108,Gooseberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gooseberry/,8100,5,60,120,"7, 8, 9",Dfb
109,109,Gourd,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gourds/,8100,"5, 6, 7",120,150,"9, 10",Dfb
110,110,Grape Vine,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-grapes/,0,5,120,150,"9, 10",Dfb
111,111,Gypsophila,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-gypsophila/,400,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
112,112,Hairy Vetch,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hairy-vetch/,100,,0,0,,Dfb
113,113,Hazel,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hazel-nuts/,0,,0,0,,Dfb
114,114,Heliotrope,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-heliotrope/,400,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
115,115,Herb,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-herbs/,375,"4, 5, 6",120,150,"8, 9",Dfb
116,116,Honeyberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-honeyberry/,0,5,60,120,"7, 8, 9",Dfb
117,117,Hops,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hops/,0,,0,0,,Dfb
118,118,Horseradish,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-horseradish/,1225,"6, 7",90,180,"9, 10, 11, 12",Dfb
119,119,Hyacinth,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-hyacinth/,100,11,210,210,4,Dfb
120,120,Impatiens,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-impatiens/,600,"5, 6",90,120,"8, 9",Dfb
121,121,Iris,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-iris/,700,5,30,60,"6, 7",Dfb
122,122,Jerusalem Artichoke,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-jerusalem-artichoke/,3600,5,120,210,"1, 2, 11, 12",Dfb
123,123,Johnny Jump Up,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-johnny-jump-up/,225,"4, 5, 6, 7, 8",90,210,"7, 8, 9, 10, 11",Dfb
124,124,Jostaberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-jostaberries/,0,,0,0,,Dfb
125,125,Kale,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-kale/,1575,"4, 5, 6",90,240,"1, 2, 3, 7, 8, 9, 10, 11, 12",Dfb
126,126,Kiwi,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-kiwis/,0,,0,0,,Dfb
127,127,Kohlrabi,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-kohlrabi/,600,"5, 6, 7",60,150,"7, 8, 9, 10",Dfb
128,128,Lantana,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lantana/,875,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
129,129,Larkspur,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-larkspur/,900,"4, 5",90,120,"7, 8",Dfb
130,130,Lavatera,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lavatera/,900,"4, 5, 6, 7",90,180,"7, 8, 9, 10",Dfb
131,131,Lavender,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lavender/,1750,"4, 5, 6, 7",30,180,"5, 6, 7, 8, 9, 10",Dfb
132,132,Leek,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-leeks/,450,"3, 4, 5, 6",60,270,"1, 2, 3, 10, 11, 12",Dfb
133,133,Lemon,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemons/,0,,0,0,,Dfb
134,134,Lemon (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-lemons/,3600,,0,0,,Dfb
135,135,Lemon Balm,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemon-balm/,3600,"3, 4, 5, 6, 7",90,210,"6, 7, 8, 9, 10",Dfb
136,136,Lemon Verbena,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemon-verbena/,1350,"5, 6, 7",30,150,"6, 7, 8, 9, 10",Dfb
137,137,Lemongrass,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lemongrass/,5400,"6, 7",60,120,"8, 9, 10",Dfb
138,138,Lettuce (Crisphead),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lettuce/,600,"4, 5, 6, 7, 8",90,210,"7, 8, 9, 10, 11",Dfb
139,139,Lettuce (Leaf),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-leaf-lettuce/,150,"4, 5, 6, 7, 8, 9",60,210,"6, 7, 8, 9, 10, 11",Dfb
140,140,Lettuce (Miners),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-miners-lettuce/,100,"5, 6, 7, 8, 9",30,210,"6, 7, 8, 9, 10, 11, 12",Dfb
141,141,Lily,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lily/,700,5,90,90,8,Dfb
142,142,Lime,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-limes/,0,,0,0,,Dfb
143,143,Lime (Container Grown),https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-container-grown-limes/,3600,,0,0,,Dfb
144,144,Lobelia,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lobelia/,225,"4, 5, 6, 7",90,210,"7, 8, 9, 10, 11",Dfb
145,145,Loganberry,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-loganberries/,0,,0,0,,Dfb
146,146,Lovage,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-lovage/,3600,"4, 5, 6, 7",60,180,"6, 7, 8, 9, 10",Dfb
147,147,Mache,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-mache/,225,"5, 6, 7, 8, 9",120,210,"1, 2, 7, 8, 9, 10, 11, 12",Dfb
148,148,Marigold,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-marigolds/,400,"4, 5, 6",120,180,"8, 9, 10",Dfb
149,149,Marjoram,https://gardenplanner.almanac.com/plants/us-and-canada/how-to-grow-marjoram/,375,"5, 6, 7",30,150,"6, 7, 8, 9, 10",Dfb
